,id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lat,lon
21,90559,"1318     AMETHYST ST, REDONDO BEACH, CA, 90277",True,Exact,"1318 AMETHYST ST, REDONDO BEACH, CA, 90277",141583869,R,06,037,621201,1001,33.855739318000076,-118.38012101099997
22,90319,"1317     29TH STREET RD, GREELEY, CO, 80631",True,Exact,"1317 29TH STREET RD, GREELEY, CO, 80631",188718119,L,08,123,001003,3009,40.38932459700004,-104.70375017399999
23,90550,"1318     26TH AVE, SAN FRANCISCO, CA, 94122",True,Exact,"1318 26TH AVE, SAN FRANCISCO, CA, 94122",192277433,L,06,075,032601,2006,37.76279634800005,-122.48458642299994
24,90792,"1319     FAIRFIELD ST, GLENDALE, CA, 91201",True,Exact,"1319 FAIRFIELD ST, GLENDALE, CA, 91201",141596445,R,06,037,301602,2003,34.158408002000044,-118.29220391899997
25,90791,"1319     E WICKIEUP LN, PHOENIX, AZ, 85024",True,Exact,"1319 E WICKIEUP LN, PHOENIX, AZ, 85024",128182746,R,04,013,616800,2008,33.663872722000065,-112.05419879299996
26,90310,"1317 1/2 ANAHEIM ST, HARBOR CITY, CA, 90710",True,Non_Exact,"1317 W ANAHEIM ST, HARBOR CITY, CA, 90710",141688582,R,06,037,293307,1000,33.783711752000045,-118.30032859399995
27,90552,"1318     32ND AVE, SAN FRANCISCO, CA, 94122",True,Exact,"1318 32ND AVE, SAN FRANCISCO, CA, 94122",192277388,L,06,075,032700,2003,37.762514956000075,-122.49101422299998
28,90794,"1319     FRUITDALE AVE, SAN JOSE, CA, 95126",True,Exact,"1319 FRUITDALE AVE, SAN JOSE, CA, 95126",122992442,R,06,085,501902,2008,37.31105420700004,-121.91133706999995
29,90551,"1318 3/4 VIRGIL PL, LOS ANGELES, CA, 90027",True,Exact,"1318 VIRGIL PL, LOS ANGELES, CA, 90027",141604199,R,06,037,191302,2006,34.09646771100006,-118.28671886999996
30,90793,"1319     FITZGERALD AVE, SAN FRANCISCO, CA, 94124",True,Exact,"1319 FITZGERALD AVE, SAN FRANCISCO, CA, 94124",640915390,L,06,075,023400,1014,37.722214079000025,-122.39349639899996
31,90312,"1317 1/2 N ORANGE DR, LOS ANGELES, CA, 90028",True,Exact,"1317 N ORANGE DR, LOS ANGELES, CA, 90028",141599457,L,06,037,190102,1004,34.09473376900007,-118.34155998099999
32,90554,"1318     34TH AVE, SAN FRANCISCO, CA, 94122",True,Exact,"1318 34TH AVE, SAN FRANCISCO, CA, 94122",192277383,L,06,075,032700,2005,37.76241848800004,-122.49315990199995
33,90796,"1319     GLACIER DR, MILPITAS, CA, 95035",True,Exact,"1319 GLACIER DR, MILPITAS, CA, 95035",122961101,L,06,085,504415,2005,37.42608899500004,-121.87953577299999
34,90311,"1317 1/2 BATES AVE, LOS ANGELES, CA, 90027",True,Exact,"1317 BATES AVE, LOS ANGELES, CA, 90027",650542909,L,06,037,195300,2004,34.09607065500006,-118.28193435899999
35,90553,"1318     33RD AVE, SAN FRANCISCO, CA, 94122",True,Exact,"1318 33RD AVE, SAN FRANCISCO, CA, 94122",192277386,L,06,075,032700,2004,37.76246671700005,-122.49208753299996
36,90795,"1319     GATES PL, SOUTH PASADENA, CA, 91030",True,Exact,"1319 GATES PL, SOUTH PASADENA, CA, 91030",141630035,R,06,037,480703,1007,34.10990631000004,-118.16438185299995
37,90314,"1317 1/2 W VERNON AVE, LOS ANGELES, CA, 90037",True,Exact,"1317 W VERNON AVE, LOS ANGELES, CA, 90037",141606732,R,06,037,231602,1005,34.003699736000044,-118.29841475499995
38,90556,"1318     41ST AVE, SAN FRANCISCO, CA, 94122",True,Exact,"1318 41ST AVE, SAN FRANCISCO, CA, 94122",192276875,L,06,075,035101,2004,37.762088848000076,-122.50065793299996
39,90798,"1319     HALE DR, CONCORD, CA, 94518",True,Exact,"1319 HALE DR, CONCORD, CA, 94518",192055067,L,06,013,335000,1013,37.96603883100005,-122.01591245799995
40,90313,"1317 1/2 W 60TH ST, LOS ANGELES, CA, 90044",True,Exact,"1317 W 60TH ST, LOS ANGELES, CA, 90044",141659196,R,06,037,237201,2001,33.98588209900004,-118.29850848699999
41,90555,"1318     4 VIRGIL PL, LOS ANGELES, CA, 90027",False,,,,,,,,,,
42,90797,"1319     GREENWICH ST, SAN FRANCISCO, CA, 94109",True,Exact,"1319 GREENWICH ST, SAN FRANCISCO, CA, 94109",192279924,L,06,075,010201,2002,37.80077974300008,-122.42144606599999
43,90790,"1319     E JULIUS ST, CASA GRANDE, AZ, 85122",True,Exact,"1319 E JULIUS ST, CASA GRANDE, AZ, 85122",624974513,R,04,021,001305,2005,32.93642728300006,-111.72991370499994
44,1,"4600 Silver Hill Road, Washington, DC, 20233",True,Exact,"4600 SILVER HILL RD, WASHINGTON, DC, 20233",76355984,L,24,033,802405,2004,38.84598908100003,-76.92743285599994
45,90305,"13169     POCONO CT, MORENO VALLEY, CA, 92555",True,Exact,"13169 POCONO CT, MORENO VALLEY, CA, 92555",194790986,R,06,065,042621,3004,33.92948625500003,-117.20502749999997
46,90547,"1318     20TH ST, SAN FRANCISCO, CA, 94107",True,Exact,"1318 20TH ST, SAN FRANCISCO, CA, 94107",192289598,R,06,075,022702,2009,37.76013616800003,-122.39457545399995
47,90789,"1319     E HARVARD ST, GLENDALE, CA, 91205",True,Exact,"1319 E HARVARD ST, GLENDALE, CA, 91205",142731173,L,06,037,302103,1001,34.144442662000074,-118.23634407599997
48,90304,"13169     MERCER ST, PACOIMA, CA, 91331",True,Exact,"13169 MERCER ST, PACOIMA, CA, 91331",141551036,R,06,037,104321,1004,34.270629918000054,-118.41959502599997
49,90546,"1318     19TH ST, SANTA MONICA, CA, 90404",True,Exact,"1318 19TH ST, SANTA MONICA, CA, 90404",141559376,R,06,037,701502,1012,34.028939869000055,-118.48214445199994
50,90788,"1319     E GARFIELD AVE, GLENDALE, CA, 91205",True,Exact,"1319 E GARFIELD AVE, GLENDALE, CA, 91205",141611216,L,06,037,302102,2001,34.136472135000076,-118.23702545499998
51,90307,"1316B CEDAR ST, BERKELEY, CA, 94702",True,Exact,"1316 CEDAR ST, BERKELEY, CA, 94702",606129371,R,06,001,422200,1005,37.87601815700003,-122.28774957499996
52,90549,"1318     24TH ST, GALVESTON, TX, 77550",True,Exact,"1318 24TH ST, GALVESTON, TX, 77550",96680216,L,48,167,724400,4023,29.296805590000076,-94.79208513299994
53,90306,"13169     REEDLEY ST, ARLETA, CA, 91331",True,Exact,"13169 REEDLEY ST, ARLETA, CA, 91331",141551996,R,06,037,119001,1012,34.228216573000054,-118.41938790299997
54,90548,"1318     22ND ST NW, WASHINGTON, DC, 20037",True,Exact,"1318 22ND ST NW, WASHINGTON, DC, 20037",76225282,L,11,001,005503,2001,38.90785000000005,-77.04880456699993
55,90309,"1317 1/2 5TH AVE, LOS ANGELES, CA, 90019",True,Exact,"1317 5TH AVE, LOS ANGELES, CA, 90019",141605516,R,06,037,218120,1004,34.047144838000065,-118.32248603
56,90308,"1317 1/2 3RD AVE, LOS ANGELES, CA, 90019",True,Exact,"1317 3RD AVE, LOS ANGELES, CA, 90019",141605535,R,06,037,218120,1002,34.04695871600006,-118.32010616199995
57,90341,"1317     DENNISON AVE, COLUMBUS, OH, 43201",True,Exact,"1317 DENNISON AVE, COLUMBUS, OH, 43201",135573728,L,39,049,001820,1001,39.989045514000054,-83.00814133599994
58,90583,"1318     E 18TH ST, NATIONAL CITY, CA, 91950",True,Exact,"1318 E 18TH ST, NATIONAL CITY, CA, 91950",639050546,R,06,073,012101,1005,32.670978164000076,-117.09006698699994
59,90340,"1317     DELAWARE ST, DENVER, CO, 80204",True,Exact,"1317 DELAWARE ST, DENVER, CO, 80204",177304646,L,08,031,002000,1012,39.73720265500003,-104.99294292199994
60,90582,"1318     E 107TH ST, LOS ANGELES, CA, 90002",True,Exact,"1318 E 107TH ST, LOS ANGELES, CA, 90002",635584698,R,06,037,242000,2001,33.938826393000056,-118.25146595599995
61,90101,"1316     HOOKER AVE, MADISON, WI, 53704",True,Exact,"1316 HOOKER AVE, MADISON, WI, 53704",49471215,L,55,025,002200,3010,43.11476583100006,-89.36605884299996
62,90343,"1317     E 64TH ST, LOS ANGELES, CA, 90001",True,Exact,"1317 E 64TH ST, LOS ANGELES, CA, 90001",141670717,L,06,037,532900,3005,33.98162981200005,-118.25155972599998
63,90585,"1318     E 23RD ST, MINNEAPOLIS, MN, 55404",True,Exact,"1318 E 23RD ST, MINNEAPOLIS, MN, 55404",43633314,L,27,053,106000,2012,44.96001376900006,-93.25583171899996
64,90100,"1316     HILLSIDE DR, SAN BERNARDINO, CA, 92404",True,Exact,"1316 HILLSIDE DR, SAN BERNARDINO, CA, 92404",144656125,L,06,071,006301,4001,34.13274466400003,-117.25866243399997
65,90342,"1317     E 215TH PL, CARSON, CA, 90745",True,Exact,"1317 E 215TH PL, CARSON, CA, 90745",141681563,L,06,037,543306,1003,33.833289828000034,-118.24991133999998
66,90584,"1318     E 21ST ST, LOS ANGELES, CA, 90011",True,Exact,"1318 E 21ST ST, LOS ANGELES, CA, 90011",141620053,R,06,037,227010,3001,34.022065842000075,-118.25178989899996
67,90103,"1316     JONES ST, RENO, NV, 89503",True,Exact,"1316 JONES ST, RENO, NV, 89503",107103016,L,32,031,001204,3001,39.521654254000055,-119.82818267299996
68,90345,"1317     E ALLEN RD, TUCSON, AZ, 85719",True,Exact,"1317 E ALLEN RD, TUCSON, AZ, 85719",121399089,L,04,019,002704,1009,32.27584792300007,-110.95199561799996
69,90587,"1318     E 62ND ST, LOS ANGELES, CA, 90001",True,Exact,"1318 E 62ND ST, LOS ANGELES, CA, 90001",142760229,R,06,037,532900,3000,33.983424384000045,-118.25144298799995
70,90102,"1316     INDEPENDENCE AVE SE, WASHINGTON, DC, 20003",True,Exact,"1316 INDEPENDENCE AVE SE, WASHINGTON, DC, 20003",649878655,L,11,001,006700,1004,38.88760007700006,-76.98773285999994
71,90344,"1317     E ACACIA AVE, GLENDALE, CA, 91205",True,Exact,"1317 E ACACIA AVE, GLENDALE, CA, 91205",142731208,L,06,037,302102,2003,34.13557452200007,-118.23623121699995
72,90586,"1318     E 38TH PL, TULSA, OK, 74105",True,Exact,"1318 E 38TH PL, TULSA, OK, 74105",166443361,L,40,143,004302,3012,36.106999778000045,-95.97246539699995
73,90105,"1316     KATHERINE ST NW, CULLMAN, AL, 35055",True,Exact,"1316 KATHERINE ST NW, CULLMAN, AL, 35055",130220254,L,01,043,964800,2034,34.18086824100004,-86.85253568399997
74,90347,"1317     E AVENUE R7, PALMDALE, CA, 93550",False,,,,,,,,,,
75,90589,"1318     E BROADWAY, GLENDALE, CA, 91205",True,Exact,"1318 E BROADWAY, GLENDALE, CA, 91205",638625645,R,06,037,302103,1000,34.14617763800004,-118.23711918799995
76,90104,"1316     JUANITA AVE, OXNARD, CA, 93030",True,Non_Exact,"1316 N JUANITA AVE, OXNARD, CA, 93030",633737345,R,06,111,003102,2024,34.21506756100007,-119.16842284599994
77,90346,"1317     E ALONDRA BLVD, COMPTON, CA, 90221",True,Exact,"1317 E ALONDRA BLVD, COMPTON, CA, 90221",141682817,L,06,037,542401,2009,33.88868789600008,-118.20857933999997
78,90588,"1318     E 91ST ST, LOS ANGELES, CA, 90002",True,Exact,"1318 E 91ST ST, LOS ANGELES, CA, 90002",141671453,R,06,037,535200,2000,33.95429532900005,-118.25092222199999
79,90581,"1318     E 100TH ST, LOS ANGELES, CA, 90002",True,Exact,"1318 E 100TH ST, LOS ANGELES, CA, 90002",142760591,R,06,037,535200,3016,33.94612248800007,-118.25112078699999
80,90580,"1318     CRIQUE WAY, ROSWELL, GA, 30076",True,Exact,"1318 CRIQUE WAY, ROSWELL, GA, 30076",17418721,R,13,121,011430,1001,34.02948217800002,-84.32066510599998
81,90338,"1317     CROWN WAY, PASO ROBLES, CA, 93446",True,Exact,"1317 CROWN WAY, PASO ROBLES, CA, 93446",109771256,L,06,079,010206,1009,35.634866285000044,-120.65902124099995
82,90337,"1317     CRESTVIEW DR, SAN CARLOS, CA, 94070",True,Exact,"1317 CRESTVIEW DR, SAN CARLOS, CA, 94070",192398900,L,06,081,609603,4007,37.47883772100005,-122.28119545699997
83,90579,"1318     CORSON ST, PASADENA, CA, 91106",True,Non_Exact,"1318 E CORSON ST, PASADENA, CA, 91106",141629099,R,06,037,462302,3001,34.15157641700006,-118.12367672499994
84,90339,"1317     D AVE, NATIONAL CITY, CA, 91950",True,Exact,"1317 D AVE, NATIONAL CITY, CA, 91950",650406833,L,06,073,011700,3004,32.672739713000055,-117.101138591
85,90330,"1317     BRENTWOOD TER, NASHVILLE, TN, 37211",True,Exact,"1317 BRENTWOOD TER, NASHVILLE, TN, 37211",97213078,R,47,037,019106,3003,36.04744994500004,-86.73984960499996
86,90572,"1318     CASMALIA CT, SIMI VALLEY, CA, 93065",True,Exact,"1318 CASMALIA CT, SIMI VALLEY, CA, 93065",109970351,L,06,111,007901,1002,34.279513664000035,-118.77342447099994
87,90571,"1318     CAMRAN AVE, LANCASTER, CA, 93535",True,Exact,"1318 CAMRAN AVE, LANCASTER, CA, 93535",141778872,L,06,037,900505,2001,34.681767716000024,-118.10545458499996
88,90332,"1317     CASTILLO AVE, BURLINGAME, CA, 94010",True,Exact,"1317 CASTILLO AVE, BURLINGAME, CA, 94010",192375313,L,06,081,605200,3001,37.579865002000076,-122.37658250099997
89,90574,"1318     CHAPEL HILL DR, ROSEDALE, MD, 21237",True,Exact,"1318 CHAPEL HILL DR, ROSEDALE, MD, 21237",191478752,L,24,005,441101,1007,39.33203533400007,-76.50235428599996
90,90331,"1317     C ST, SAN DIEGO, CA, 92101",True,Exact,"1317 C ST, SAN DIEGO, CA, 92101",195343812,R,06,073,005201,1013,32.716780748000076,-117.15267441499998
91,90573,"1318     CHANSLOR AVE, RICHMOND, CA, 94801",True,Exact,"1318 CHANSLOR AVE, RICHMOND, CA, 94801",192040639,R,06,013,377000,2006,37.93246387800008,-122.35688543199996
92,90334,"1317     COLE ST, SAN FRANCISCO, CA, 94117",True,Exact,"1317 COLE ST, SAN FRANCISCO, CA, 94117",192282398,R,06,075,017102,2005,37.76233031800007,-122.44926201199996
93,90576,"1318     CORDOVA AVE, GLENDALE, CA, 91207",True,Exact,"1318 CORDOVA AVE, GLENDALE, CA, 91207",141609355,R,06,037,300702,1020,34.16529714200004,-118.24249468199997
94,90333,"1317     CHURCH ST, SAN FRANCISCO, CA, 94114",True,Exact,"1317 CHURCH ST, SAN FRANCISCO, CA, 94114",192284848,L,06,075,021400,2002,37.74981155900008,-122.42724136299995
95,90575,"1318     CHILTON DR, FAYETTEVILLE, NC, 28314",True,Exact,"1318 CHILTON DR, FAYETTEVILLE, NC, 28314",64211697,L,37,051,003307,3007,35.039428127000065,-79.02045138399995
96,90336,"1317     COSMIC WAY, GLENDALE, CA, 91201",True,Exact,"1317 COSMIC WAY, GLENDALE, CA, 91201",141596474,R,06,037,301601,2023,34.15869047100006,-118.29124793699998
97,90578,"1318     CORNELL AVE, BERKELEY, CA, 94702",True,Exact,"1318 CORNELL AVE, BERKELEY, CA, 94702",124992909,R,06,001,421900,4017,37.88055619000005,-122.29307161499997
98,90335,"1317     CORCORAN ST NW, WASHINGTON, DC, 20009",True,Exact,"1317 CORCORAN ST NW, WASHINGTON, DC, 20009",76226048,R,11,001,005001,2002,38.91187587300004,-77.03012395799993
99,90577,"1318     CORDOVA ST, SAN FRANCISCO, CA, 94112",False,,,,,,,,,,
100,90570,"1318     CALIFORNIA AVE, SAN PABLO, CA, 94806",True,Exact,"1318 CALIFORNIA AVE, SAN PABLO, CA, 94806",617628464,R,06,013,368001,2001,37.95340347200005,-122.35604391099997
101,90327,"1317     BOREN AVE, SEATTLE, WA, 98101",True,Exact,"1317 BOREN AVE, SEATTLE, WA, 98101",186589770,L,53,033,008300,2012,47.61168733100004,-122.32730036199996
102,90569,"1318     BROOKLYN BLVD, BAY SHORE, NY, 11706",True,Exact,"1318 BROOKLYN BLVD, BAY SHORE, NY, 11706",113995672,R,36,103,145903,4020,40.73428700200003,-73.26559077199994
103,90326,"1317     ARABIC ST, WILMINGTON, CA, 90744",True,Exact,"1317 ARABIC ST, WILMINGTON, CA, 90744",141689429,R,06,037,294900,2006,33.77736373100004,-118.27853001699998
104,90568,"1318     BLOSSOM ST, GLENDALE, CA, 91201",True,Exact,"1318 BLOSSOM ST, GLENDALE, CA, 91201",141596476,L,06,037,301601,2023,34.15928035500008,-118.29061676999999
105,90329,"1317     BRAMPTON RD, LOS ANGELES, CA, 90041",True,Exact,"1317 BRAMPTON RD, LOS ANGELES, CA, 90041",650261363,L,06,037,181000,1018,34.13683677600005,-118.18592265699999
106,90328,"1317     BOSWORTH ST, SAN FRANCISCO, CA, 94131",True,Exact,"1317 BOSWORTH ST, SAN FRANCISCO, CA, 94131",641003757,L,06,075,021700,1000,37.73620321000004,-122.44192121699996
107,90121,"1316     MAYNARD DR, DUARTE, CA, 91010",True,Exact,"1316 MAYNARD DR, DUARTE, CA, 91010",142744439,R,06,037,430101,2006,34.13834662200003,-117.97636943599997
108,90363,"1317     GREENFIELD AVE, NASHVILLE, TN, 37216",True,Exact,"1317 GREENFIELD AVE, NASHVILLE, TN, 37216",97194292,L,47,037,011200,1011,36.20966859500004,-86.72472192099997
109,90120,"1316     MASSELIN AVE, LOS ANGELES, CA, 90019",True,Exact,"1316 MASSELIN AVE, LOS ANGELES, CA, 90019",141599261,L,06,037,217102,2003,34.05110682000003,-118.35759697299994
110,90362,"1317     GRAND AVE, MERIDIAN, MS, 39301",True,Exact,"1317 GRAND AVE, MERIDIAN, MS, 39301",617484550,R,28,075,010502,1016,32.34759561100003,-88.70113322699996
111,90123,"1316     MILTON ST, TALLAHASSEE, FL, 32303",True,Exact,"1316 MILTON ST, TALLAHASSEE, FL, 32303",82850500,L,12,073,000700,1018,30.45655000800008,-84.28742325899998
112,90365,"1317     HAROLD AVE, SIMI VALLEY, CA, 93065",True,Exact,"1317 HAROLD AVE, SIMI VALLEY, CA, 93065",109978474,L,06,111,008004,3002,34.26228757700005,-118.74954562899995
113,90122,"1316     MCDONALD AVE, WILMINGTON, CA, 90744",True,Non_Exact,"1316 N MCDONALD AVE, WILMINGTON, CA, 90744",141691144,R,06,037,294510,1002,33.789118192000046,-118.27169329899999
114,90364,"1317     GREENTREE LN, GARLAND, TX, 75042",True,Exact,"1317 GREENTREE LN, GARLAND, TX, 75042",102915963,L,48,113,019044,1007,32.92471359500007,-96.69947403899994
115,90125,"1316     MORTEN ST, CINCINNATI, OH, 45208",True,Exact,"1316 MORTEN ST, CINCINNATI, OH, 45208",103931238,R,39,061,004900,3000,39.136132574000044,-84.44069638199994
116,90367,"1317     HILLSIDE BLVD, SOUTH SAN FRANCISCO, CA, 94080",True,Exact,"1317 HILLSIDE BLVD, S SAN FRAN, CA, 94080",192413509,L,06,081,602002,1012,37.66904574900008,-122.42194557699997
117,90124,"1316     MORNING CT, PORT ANGELES, WA, 98362",True,Exact,"1316 MORNING CT, PORT ANGELES, WA, 98362",625600367,R,53,009,001200,2014,48.093158921000054,-123.41880830399998
118,90366,"1317     HASSELL AVE, LAS VEGAS, NV, 89106",True,Exact,"1317 HASSELL AVE, LAS VEGAS, NV, 89106",201865150,L,32,003,003500,2014,36.19752873700003,-115.15887934099999
119,90127,"1316     N BALBOA AVE, ONTARIO, CA, 91764",True,Exact,"1316 N BALBOA AVE, ONTARIO, CA, 91764",144636681,R,06,071,001312,2006,34.08168607500005,-117.609741268
120,90369,"1317     HOPKINS ST, BERKELEY, CA, 94702",True,Exact,"1317 HOPKINS ST, BERKELEY, CA, 94702",124993390,L,06,001,421900,1010,37.87799909900008,-122.28876124299995
121,90126,"1316     N 39TH ST, SEATTLE, WA, 98103",True,Exact,"1316 N 39TH ST, SEATTLE, WA, 98103",640605631,L,53,033,005402,2004,47.65412122600003,-122.34224120199997
122,90368,"1317     HOLLY AVE, ARCADIA, CA, 91007",True,Exact,"1317 HOLLY AVE, ARCADIA, CA, 91007",141644428,R,06,037,431701,5002,34.12480732200004,-118.04581789199995
123,90361,"1317     GRANBOROUGH DR, GARDNERVILLE, NV, 89410",True,Exact,"1317 GRANBOROUGH DR, GARDNERVILLE, NV, 89410",173757331,R,32,005,001500,2011,38.945676484000046,-119.73984074199996
124,90360,"1317     GENEVA ST, AURORA, CO, 80010",True,Exact,"1317 GENEVA ST, AURORA, CO, 80010",177314250,L,08,005,007302,2011,39.736844477000034,-104.86819124399995
125,90118,"1316     MARTEL, MAGNOLIA, AR, 71753",True,Non_Exact,"1316 MARTEL ST, MAGNOLIA, AR, 71753",10674814,R,05,027,950500,1011,33.268998761000034,-93.22400379199996
126,90117,"1316     MARSHALL AVE, SAINT PAUL, MN, 55104",True,Exact,"1316 MARSHALL AVE, SAINT PAUL, MN, 55104",639010742,L,27,123,035300,2003,44.94851530100004,-93.15575393899996
127,90359,"1317     GARDEN ST, HOBOKEN, NJ, 7030",True,Exact,"1317 GARDEN ST, HOBOKEN, NJ, 07030",59600252,R,34,017,018402,1021,40.75284147100007,-74.02804130299995
128,90119,"1316     MASSACHUSETTS AVE SE, WASHINGTON, DC, 20003",True,Exact,"1316 MASSACHUSETTS AVE SE, WASHINGTON, DC, 20003",76230399,L,11,001,006700,1001,38.88890123500005,-76.98800695699998
129,90110,"1316     LAKEWOOD CT, WESTLAKE VILLAGE, CA, 91361",True,Exact,"1316 LAKEWOOD CT, WESTLAKE VILLAGE, CA, 91361",110000015,L,06,111,005907,1009,34.148024606000035,-118.82650828099997
130,90352,"1317     EDWARDS RD, CINCINNATI, OH, 45208",True,Exact,"1317 EDWARDS RD, CINCINNATI, OH, 45208",103931126,L,39,061,004900,3016,39.13579371800006,-84.44368029199995
131,90594,"1318     EXPOSITION BLVD, LOS ANGELES, CA, 90018",True,Exact,"1318 EXPOSITION BLVD, LOS ANGELES, CA, 90018",142729687,L,06,037,231301,1000,34.01817605000008,-118.30090942299995
132,90351,"1317     EDMORE AVE, ROWLAND HEIGHTS, CA, 91748",True,Exact,"1317 EDMORE AVE, ROWLAND HEIGHTS, CA, 91748",141757606,R,06,037,408212,2033,33.99328175200003,-117.88161009999999
133,90593,"1318     EUCLID ST, SANTA MONICA, CA, 90404",True,Exact,"1318 EUCLID ST, SANTA MONICA, CA, 90404",141559334,R,06,037,701502,2008,34.024345452000034,-118.48783946499998
134,90112,"1316     LEOPARD CT, PALMDALE, CA, 93551",True,Exact,"1316 LEOPARD CT, PALMDALE, CA, 93551",141836538,R,06,037,910401,2014,34.58106776100004,-118.15455877899996
135,90354,"1317     EUCLID ST, SANTA MONICA, CA, 90404",True,Exact,"1317 EUCLID ST, SANTA MONICA, CA, 90404",141559334,L,06,037,701502,2009,34.02437615800005,-118.48785701399999
136,90596,"1318     FRANCISCO DR, TALLAHASSEE, FL, 32304",True,Exact,"1318 FRANCISCO DR, TALLAHASSEE, FL, 32304",82847990,L,12,073,002105,2000,30.460173111000074,-84.32950005299995
137,90111,"1316     LAS JUNTAS WAY, WALNUT CREEK, CA, 94597",True,Exact,"1316 LAS JUNTAS WAY, WALNUT CREEK, CA, 94597",650186461,R,06,013,324003,1004,37.930118202000074,-122.05500287899997
138,90353,"1317     ELM AVE, GLENDALE, CA, 91201",True,Exact,"1317 ELM AVE, GLENDALE, CA, 91201",142727599,L,06,037,301400,3006,34.18069272500003,-118.28984816299999
139,90595,"1318     FE ST, LOS ANGELES, CA, 90011",False,,,,,,,,,,
